group,id_player,outcome,total_count,stop_count,stop_prob,stop_overall
High-Risk,722,loss,2638,85,3.222137983320698,2.4736991754336084
High-Risk,722,win,879,2,0.22753128555176336,2.4736991754336084
High-Risk,723,loss,776,20,2.5773195876288657,1.949317738791423
High-Risk,723,win,250,0,0,1.949317738791423
High-Risk,724,loss,10,1,10,10
High-Risk,725,loss,2968,65,2.1900269541778976,1.7511761630946157
High-Risk,725,win,858,2,0.2331002331002331,1.7511761630946157
High-Risk,726,loss,83,1,1.2048192771084338,0.9708737864077669
High-Risk,726,win,20,0,0,0.9708737864077669
High-Risk,727,loss,993,15,1.5105740181268883,1.2987012987012987
High-Risk,727,win,316,2,0.6329113924050633,1.2987012987012987
High-Risk,728,loss,377,8,2.122015915119363,2.066115702479339
High-Risk,728,win,107,2,1.8691588785046727,2.066115702479339
High-Risk,729,loss,758,16,2.1108179419525066,1.7276422764227644
High-Risk,729,win,226,1,0.4424778761061947,1.7276422764227644
High-Risk,730,loss,4278,72,1.6830294530154277,1.3167520117044622
High-Risk,730,win,1190,0,0,1.3167520117044622
High-Risk,731,loss,442,15,3.3936651583710407,2.5951557093425603
High-Risk,731,win,136,0,0,2.5951557093425603
High-Risk,732,loss,19979,370,1.8519445417688574,1.442979053529868
High-Risk,732,win,5801,2,0.03447681434235477,1.442979053529868
High-Risk,733,loss,24544,236,0.9615384615384616,0.786847100606209
High-Risk,733,win,8118,21,0.2586844050258684,0.786847100606209
High-Risk,734,loss,10241,127,1.2401132701884583,0.9423462194850485
High-Risk,734,win,3236,0,0,0.9423462194850485
High-Risk,735,loss,1143,14,1.2248468941382327,0.9966777408637874
High-Risk,735,win,362,1,0.2762430939226519,0.9966777408637874
High-Risk,736,loss,203,7,3.4482758620689653,2.941176470588235
High-Risk,736,win,69,1,1.4492753623188406,2.941176470588235
High-Risk,737,loss,273,12,4.395604395604396,3.519061583577713
High-Risk,737,win,68,0,0,3.519061583577713
High-Risk,738,loss,58,4,6.896551724137931,5.714285714285714
High-Risk,738,win,12,0,0,5.714285714285714
High-Risk,739,loss,18,1,5.555555555555555,4.545454545454546
High-Risk,739,win,4,0,0,4.545454545454546
High-Risk,740,loss,13578,423,3.1153336279275297,2.3994155990110135
High-Risk,740,win,4218,4,0.0948316737790422,2.3994155990110135
High-Risk,741,loss,1293,24,1.8561484918793503,1.5625
High-Risk,741,win,435,3,0.6896551724137931,1.5625
High-Risk,742,loss,32361,276,0.8528784648187633,0.6505598114319386
High-Risk,742,win,10064,0,0,0.6505598114319386
High-Risk,743,loss,20091,206,1.0253347269921855,0.7848242514413242
High-Risk,743,win,6794,5,0.07359434795407713,0.7848242514413242
High-Risk,744,loss,1412,12,0.84985835694051,0.7621121393576483
High-Risk,744,win,425,2,0.4705882352941176,0.7621121393576483
High-Risk,745,loss,64,2,3.125,2.564102564102564
High-Risk,745,win,14,0,0,2.564102564102564
High-Risk,746,loss,1227,28,2.28198859005705,1.9553072625698324
High-Risk,746,win,205,0,0,1.9553072625698324
High-Risk,747,loss,109,3,2.7522935779816518,2.4193548387096775
High-Risk,747,win,15,0,0,2.4193548387096775
High-Risk,748,loss,172,3,1.744186046511628,1.3333333333333335
High-Risk,748,win,53,0,0,1.3333333333333335
High-Risk,749,loss,1069,21,1.9644527595884003,1.5151515151515151
High-Risk,749,win,317,0,0,1.5151515151515151
High-Risk,750,loss,3054,42,1.37524557956778,1.0712506228201295
High-Risk,750,win,960,1,0.10416666666666667,1.0712506228201295
High-Risk,751,loss,370,6,1.6216216216216217,1.257861635220126
High-Risk,751,win,107,0,0,1.257861635220126
High-Risk,752,loss,17,1,5.88235294117647,4.761904761904762
High-Risk,752,win,4,0,0,4.761904761904762
High-Risk,753,loss,5041,43,0.8530053560801429,0.795593635250918
High-Risk,753,win,1495,9,0.6020066889632106,0.795593635250918
High-Risk,754,loss,182,10,5.4945054945054945,4.424778761061947
High-Risk,754,win,44,0,0,4.424778761061947
High-Risk,755,loss,613,14,2.2838499184339316,1.8518518518518516
High-Risk,755,win,197,1,0.5076142131979695,1.8518518518518516
High-Risk,756,loss,550,12,2.181818181818182,1.6483516483516485
High-Risk,756,win,178,0,0,1.6483516483516485
High-Risk,757,loss,5370,101,1.8808193668528865,1.4576417953528649
High-Risk,757,win,1559,0,0,1.4576417953528649
High-Risk,758,loss,5256,136,2.5875190258751903,2.108912321248014
High-Risk,758,win,1667,10,0.599880023995201,2.108912321248014
High-Risk,759,loss,4199,195,4.643962848297214,3.596077006901562
High-Risk,759,win,1307,3,0.22953328232593728,3.596077006901562
High-Risk,760,loss,273,2,0.7326007326007326,0.5698005698005698
High-Risk,760,win,78,0,0,0.5698005698005698
High-Risk,761,loss,1213,40,3.297609233305853,2.51414204902577
High-Risk,761,win,378,0,0,2.51414204902577
High-Risk,762,loss,954,9,0.9433962264150944,0.7217321571772253
High-Risk,762,win,293,0,0,0.7217321571772253
High-Risk,763,loss,538,5,0.929368029739777,0.7012622720897616
High-Risk,763,win,175,0,0,0.7012622720897616
High-Risk,764,loss,497,11,2.2132796780684103,1.8363939899833055
High-Risk,764,win,102,0,0,1.8363939899833055
High-Risk,765,loss,12,1,8.333333333333332,7.142857142857142
High-Risk,765,win,2,0,0,7.142857142857142
High-Risk,766,loss,7972,129,1.618163572503763,1.2686567164179103
High-Risk,766,win,2748,7,0.2547307132459971,1.2686567164179103
High-Risk,767,loss,907,14,1.5435501653803747,1.1456628477905073
High-Risk,767,win,315,0,0,1.1456628477905073
High-Risk,768,loss,32,1,3.125,2.631578947368421
High-Risk,768,win,6,0,0,2.631578947368421
High-Risk,769,loss,981,21,2.1406727828746175,1.6253869969040249
High-Risk,769,win,311,0,0,1.6253869969040249
High-Risk,770,loss,175,5,2.857142857142857,2.3474178403755865
High-Risk,770,win,38,0,0,2.3474178403755865
High-Risk,771,loss,9,1,11.11111111111111,10
High-Risk,771,win,1,0,0,10
High-Risk,772,loss,90,2,2.2222222222222223,3.3333333333333335
High-Risk,772,win,30,2,6.666666666666667,3.3333333333333335
High-Risk,773,loss,1671,32,1.9150209455415919,1.5370705244122964
High-Risk,773,win,541,2,0.36968576709796674,1.5370705244122964
High-Risk,774,loss,13873,93,0.6703668997332949,0.5444843732984863
High-Risk,774,win,4493,7,0.15579790785666592,0.5444843732984863
High-Risk,775,loss,733,3,0.4092769440654843,0.3115264797507788
High-Risk,775,win,230,0,0,0.3115264797507788
High-Risk,776,loss,574,24,4.181184668989547,3.260869565217391
High-Risk,776,win,162,0,0,3.260869565217391
High-Risk,777,loss,335,5,1.4925373134328357,1.179245283018868
High-Risk,777,win,89,0,0,1.179245283018868
High-Risk,778,loss,1074,34,3.165735567970205,2.451333813987022
High-Risk,778,win,313,0,0,2.451333813987022
High-Risk,779,loss,45,2,4.444444444444445,3.571428571428571
High-Risk,779,win,11,0,0,3.571428571428571
High-Risk,780,loss,14,6,42.857142857142854,41.17647058823529
High-Risk,780,win,3,1,33.33333333333333,41.17647058823529
High-Risk,781,loss,3548,54,1.5219842164599773,1.1335012594458438
High-Risk,781,win,1216,0,0,1.1335012594458438
High-Risk,782,loss,248,10,4.032258064516129,3.3557046979865772
High-Risk,782,win,50,0,0,3.3557046979865772
High-Risk,783,loss,620,17,2.741935483870968,2.4193548387096775
High-Risk,783,win,124,1,0.8064516129032258,2.4193548387096775
High-Risk,784,loss,13,1,7.6923076923076925,5.263157894736842
High-Risk,784,win,6,0,0,5.263157894736842
High-Risk,785,loss,4221,43,1.0187159440890783,0.8089722375436661
High-Risk,785,win,1218,1,0.08210180623973727,0.8089722375436661
High-Risk,786,loss,49579,1550,3.126323645091672,2.335478668597966
High-Risk,786,win,17388,14,0.08051529790660225,2.335478668597966
High-Risk,787,loss,1208,24,1.9867549668874174,1.556420233463035
High-Risk,787,win,334,0,0,1.556420233463035
High-Risk,788,loss,13379,166,1.2407504297780103,0.9604390578550195
High-Risk,788,win,4113,2,0.04862630683199611,0.9604390578550195
High-Risk,789,loss,251,5,1.9920318725099602,1.466275659824047
High-Risk,789,win,90,0,0,1.466275659824047
High-Risk,790,loss,26488,245,0.9249471458773785,0.7414916727009413
High-Risk,790,win,8037,11,0.1368669901704616,0.7414916727009413
High-Risk,791,loss,174,2,1.1494252873563218,0.8771929824561403
High-Risk,791,win,54,0,0,0.8771929824561403
High-Risk,792,loss,149,1,0.6711409395973155,0.5291005291005291
High-Risk,792,win,40,0,0,0.5291005291005291
High-Risk,793,loss,9538,93,0.9750471797022436,0.7834757834757835
High-Risk,793,win,3098,6,0.19367333763718528,0.7834757834757835
High-Risk,794,loss,235,5,2.127659574468085,1.6666666666666667
High-Risk,794,win,65,0,0,1.6666666666666667
High-Risk,795,loss,2475,42,1.6969696969696972,1.3283904850169912
High-Risk,795,win,762,1,0.13123359580052493,1.3283904850169912
High-Risk,796,loss,69,2,2.898550724637681,2.272727272727273
High-Risk,796,win,19,0,0,2.272727272727273
High-Risk,797,loss,25,1,4,2.857142857142857
High-Risk,797,win,10,0,0,2.857142857142857
High-Risk,798,loss,1046,30,2.8680688336520075,2.389843166542196
High-Risk,798,win,293,2,0.6825938566552902,2.389843166542196
High-Risk,799,loss,1094,19,1.736745886654479,1.4124293785310735
High-Risk,799,win,322,1,0.3105590062111801,1.4124293785310735
High-Risk,800,loss,2661,12,0.4509582863585118,0.33435497353023125
High-Risk,800,win,928,0,0,0.33435497353023125
High-Risk,801,loss,97,5,5.154639175257731,5.084745762711865
High-Risk,801,win,21,1,4.761904761904762,5.084745762711865
High-Risk,802,loss,213,4,1.8779342723004695,1.5384615384615385
High-Risk,802,win,47,0,0,1.5384615384615385
High-Risk,803,loss,2784,37,1.329022988505747,1.1884550084889642
High-Risk,803,win,750,5,0.6666666666666667,1.1884550084889642
High-Risk,804,loss,643,8,1.244167962674961,0.9313154831199069
High-Risk,804,win,216,0,0,0.9313154831199069
High-Risk,805,loss,254,10,3.937007874015748,2.976190476190476
High-Risk,805,win,82,0,0,2.976190476190476
High-Risk,806,loss,7843,67,0.8542649496366187,0.6732991659129736
High-Risk,806,win,2108,0,0,0.6732991659129736
High-Risk,807,loss,609,33,5.41871921182266,4.359313077939234
High-Risk,807,win,148,0,0,4.359313077939234
High-Risk,808,loss,387,12,3.10077519379845,2.5316455696202533
High-Risk,808,win,87,0,0,2.5316455696202533
High-Risk,809,loss,4961,96,1.9350937311026002,1.5165583410708758
High-Risk,809,win,1501,2,0.13324450366422386,1.5165583410708758
High-Risk,810,loss,563,4,0.7104795737122558,0.6934812760055479
High-Risk,810,win,158,1,0.6329113924050633,0.6934812760055479
High-Risk,811,loss,4001,143,3.5741064733816543,3.0152747470739936
High-Risk,811,win,1040,9,0.8653846153846154,3.0152747470739936
High-Risk,812,loss,221,4,1.809954751131222,1.4492753623188406
High-Risk,812,win,55,0,0,1.4492753623188406
High-Risk,813,loss,107,2,1.8691588785046727,1.574803149606299
High-Risk,813,win,20,0,0,1.574803149606299
High-Risk,814,loss,3547,22,0.6202424584155625,0.7454739084132056
High-Risk,814,win,1148,13,1.132404181184669,0.7454739084132056
High-Risk,815,loss,1017,26,2.55653883972468,1.9741837509491267
High-Risk,815,win,300,0,0,1.9741837509491267
High-Risk,816,loss,5310,96,1.807909604519774,1.4384349827387801
High-Risk,816,win,1642,4,0.24360535931790497,1.4384349827387801
High-Risk,817,loss,20,3,15,12.5
High-Risk,817,win,4,0,0,12.5
High-Risk,818,loss,4478,71,1.5855292541313084,1.201150397563864
High-Risk,818,win,1433,0,0,1.201150397563864
High-Risk,819,loss,151,2,1.3245033112582782,1.0869565217391304
High-Risk,819,win,33,0,0,1.0869565217391304
High-Risk,820,loss,214,4,1.8691588785046727,1.4134275618374559
High-Risk,820,win,69,0,0,1.4134275618374559
High-Risk,821,loss,3785,30,0.7926023778071334,0.7111813512445674
High-Risk,821,win,1277,6,0.4698512137823023,0.7111813512445674
High-Risk,822,loss,1710,27,1.5789473684210527,1.2785388127853883
High-Risk,822,win,480,1,0.20833333333333334,1.2785388127853883
High-Risk,823,loss,1192,20,1.6778523489932886,1.3175230566534915
High-Risk,823,win,326,0,0,1.3175230566534915
High-Risk,824,loss,645,5,0.7751937984496124,0.6112469437652812
High-Risk,824,win,173,0,0,0.6112469437652812
High-Risk,825,loss,7574,138,1.8220227092685504,1.4657646576465764
High-Risk,825,win,2182,5,0.229147571035747,1.4657646576465764
High-Risk,826,loss,893,47,5.263157894736842,3.9965986394557826
High-Risk,826,win,283,0,0,3.9965986394557826
High-Risk,827,loss,19,1,5.263157894736842,4.3478260869565215
High-Risk,827,win,4,0,0,4.3478260869565215
High-Risk,828,loss,177,17,9.6045197740113,8.292682926829269
High-Risk,828,win,28,0,0,8.292682926829269
High-Risk,829,loss,9942,132,1.327700663850332,1.0892199263174756
High-Risk,829,win,2544,4,0.15723270440251574,1.0892199263174756
High-Risk,830,loss,1171,6,0.5123825789923143,0.39164490861618795
High-Risk,830,win,361,0,0,0.39164490861618795
High-Risk,831,loss,118,2,1.694915254237288,1.3245033112582782
High-Risk,831,win,33,0,0,1.3245033112582782
High-Risk,832,loss,149,3,2.013422818791946,1.7142857142857144
High-Risk,832,win,26,0,0,1.7142857142857144
High-Risk,833,loss,1280,17,1.328125,1.0739856801909307
High-Risk,833,win,396,1,0.25252525252525254,1.0739856801909307
High-Risk,834,loss,1444,37,2.5623268698060944,1.997840172786177
High-Risk,834,win,408,0,0,1.997840172786177
High-Risk,835,loss,101,2,1.9801980198019802,1.6260162601626018
High-Risk,835,win,22,0,0,1.6260162601626018
High-Risk,836,loss,12,1,8.333333333333332,7.142857142857142
High-Risk,836,win,2,0,0,7.142857142857142
High-Risk,837,loss,24,1,4.166666666666666,3.4482758620689653
High-Risk,837,win,5,0,0,3.4482758620689653
High-Risk,838,loss,216,7,3.2407407407407405,2.536231884057971
High-Risk,838,win,60,0,0,2.536231884057971
High-Risk,839,loss,37,1,2.7027027027027026,2.127659574468085
High-Risk,839,win,10,0,0,2.127659574468085
High-Risk,840,loss,884,28,3.167420814479638,2.358887952822241
High-Risk,840,win,303,0,0,2.358887952822241
High-Risk,841,loss,1042,19,1.8234165067178503,1.4296463506395787
High-Risk,841,win,287,0,0,1.4296463506395787
High-Risk,842,loss,6016,105,1.745345744680851,1.4106967615309127
High-Risk,842,win,2136,10,0.46816479400749067,1.4106967615309127
High-Risk,843,loss,2141,25,1.1676786548341895,0.8756567425569177
High-Risk,843,win,714,0,0,0.8756567425569177
High-Risk,844,loss,277,4,1.444043321299639,1.0582010582010581
High-Risk,844,win,101,0,0,1.0582010582010581
High-Risk,845,loss,8244,84,1.0189228529839884,0.817592331547787
High-Risk,845,win,2397,3,0.1251564455569462,0.817592331547787
High-Risk,846,loss,7924,122,1.5396264512872286,1.1850412821758134
High-Risk,846,win,2371,0,0,1.1850412821758134
High-Risk,847,loss,10182,100,0.9821253191907288,0.765267464767389
High-Risk,847,win,3016,1,0.03315649867374005,0.765267464767389
High-Risk,848,loss,35,1,2.857142857142857,2.2222222222222223
High-Risk,848,win,10,0,0,2.2222222222222223
High-Risk,849,loss,2313,25,1.0808473843493298,0.8275405494869249
High-Risk,849,win,708,0,0,0.8275405494869249
High-Risk,850,loss,208,3,1.4423076923076923,1.1152416356877324
High-Risk,850,win,61,0,0,1.1152416356877324
High-Risk,851,loss,37,2,5.405405405405405,4.545454545454546
High-Risk,851,win,7,0,0,4.545454545454546
High-Risk,852,loss,113,1,0.8849557522123894,0.7633587786259541
High-Risk,852,win,18,0,0,0.7633587786259541
High-Risk,853,loss,2950,53,1.7966101694915255,1.3824884792626728
High-Risk,853,win,956,1,0.10460251046025104,1.3824884792626728
High-Risk,854,loss,360,5,1.3888888888888888,1.1441647597254003
High-Risk,854,win,77,0,0,1.1441647597254003
High-Risk,855,loss,4411,43,0.974835638177284,0.7790858725761773
High-Risk,855,win,1365,2,0.14652014652014653,0.7790858725761773
High-Risk,856,loss,131,4,3.0534351145038165,2.366863905325444
High-Risk,856,win,38,0,0,2.366863905325444
High-Risk,857,loss,2583,23,0.8904374758033295,0.7153502235469449
High-Risk,857,win,772,1,0.1295336787564767,0.7153502235469449
High-Risk,858,loss,94,2,2.127659574468085,1.639344262295082
High-Risk,858,win,28,0,0,1.639344262295082
High-Risk,859,loss,95,1,1.0526315789473684,0.7692307692307693
High-Risk,859,win,35,0,0,0.7692307692307693
High-Risk,860,loss,2780,22,0.7913669064748201,0.6177813591189901
High-Risk,860,win,943,1,0.10604453870625664,0.6177813591189901
High-Risk,861,loss,3999,129,3.225806451612903,2.917981072555205
High-Risk,861,win,1073,19,1.7707362534948743,2.917981072555205
High-Risk,862,loss,15,0,0,4.166666666666666
High-Risk,862,win,9,1,11.11111111111111,4.166666666666666
High-Risk,863,loss,1669,21,1.2582384661473938,0.9624197983501375
High-Risk,863,win,513,0,0,0.9624197983501375
High-Risk,864,loss,7193,96,1.334630891144168,1.0114845643240964
High-Risk,864,win,2298,0,0,1.0114845643240964
High-Risk,865,loss,493,17,3.4482758620689653,2.6687598116169546
High-Risk,865,win,144,0,0,2.6687598116169546
High-Risk,866,loss,32034,162,0.5057126802772055,0.39873537183842955
High-Risk,866,win,10350,7,0.0676328502415459,0.39873537183842955
High-Risk,867,loss,20,1,5,4.545454545454546
High-Risk,867,win,2,0,0,4.545454545454546
High-Risk,868,loss,687,25,3.6390101892285296,2.81214848143982
High-Risk,868,win,202,0,0,2.81214848143982
High-Risk,869,loss,184,4,2.1739130434782608,1.6194331983805668
High-Risk,869,win,63,0,0,1.6194331983805668
High-Risk,870,loss,169,19,11.242603550295858,9.569377990430622
High-Risk,870,win,40,1,2.5,9.569377990430622
High-Risk,871,loss,1973,22,1.1150532184490625,0.8921644685802949
High-Risk,871,win,605,1,0.1652892561983471,0.8921644685802949
High-Risk,872,loss,6861,102,1.4866637516397025,1.194403367079968
High-Risk,872,win,1930,3,0.15544041450777202,1.194403367079968
High-Risk,873,loss,215,2,0.9302325581395349,1.090909090909091
High-Risk,873,win,60,1,1.6666666666666667,1.090909090909091
High-Risk,874,loss,1966,52,2.644964394710071,2.032043767096522
High-Risk,874,win,593,0,0,2.032043767096522
High-Risk,875,loss,9925,262,2.6397984886649875,2.037037037037037
High-Risk,875,win,3035,2,0.06589785831960461,2.037037037037037
High-Risk,876,loss,263,7,2.6615969581749046,2.0710059171597637
High-Risk,876,win,75,0,0,2.0710059171597637
High-Risk,877,loss,107,2,1.8691588785046727,1.4388489208633095
High-Risk,877,win,32,0,0,1.4388489208633095
High-Risk,878,loss,28,3,10.714285714285714,10
High-Risk,878,win,2,0,0,10
High-Risk,879,loss,700,4,0.5714285714285714,0.4439511653718091
High-Risk,879,win,201,0,0,0.4439511653718091
High-Risk,880,loss,34,1,2.941176470588235,2.3255813953488373
High-Risk,880,win,9,0,0,2.3255813953488373
High-Risk,881,loss,2723,39,1.432243848696291,1.1827321111768185
High-Risk,881,win,659,1,0.15174506828528073,1.1827321111768185
High-Risk,882,loss,2863,28,0.9779951100244498,0.8045052292839904
High-Risk,882,win,866,2,0.23094688221709006,0.8045052292839904
High-Risk,883,loss,4267,75,1.7576751816264353,1.353546291283162
High-Risk,883,win,1274,0,0,1.353546291283162
High-Risk,884,loss,527,21,3.984819734345351,3.125
High-Risk,884,win,145,0,0,3.125
High-Risk,885,loss,1956,79,4.038854805725971,3.2375556454876566
High-Risk,885,win,515,1,0.1941747572815534,3.2375556454876566
High-Risk,886,loss,769,13,1.6905071521456438,1.3360739979445015
High-Risk,886,win,204,0,0,1.3360739979445015
High-Risk,887,loss,60,3,5,4.054054054054054
High-Risk,887,win,14,0,0,4.054054054054054
High-Risk,888,loss,1092,7,0.641025641025641,0.4851004851004851
High-Risk,888,win,351,0,0,0.4851004851004851
High-Risk,889,loss,3108,97,3.120978120978121,2.4719101123595504
